,scientific_name,locations
255,Humiriastrum procerum,"[(1.138528, -78.059306), (1.0, -78.96), (0.94, -78.93), (1.0, -78.96), (1.0, -78.96), (0.94, -78.93), (0.94, -78.93), (6.006378, -76.769786), (3.848044, -76.998144), (5.239639, -76.635028), (5.601111, -76.644222), (5.601111, -76.644222), (5.601111, -76.644222), (0.765466, -78.972259), (0.765466, -78.972259), (0.765466, -78.972259), (0.661916, -79.00213), (6.230028, -76.741694), (1.015426, -78.743822), (1.05, -78.62), (1.05, -78.62), (0.72, -79.07), (0.72, -79.07), (6.016472, -76.779083), (1.2, -78.57), (1.2, -78.57), (1.35693, -78.17764), (4.136111, -77.406944), (0.75, -78.92), (0.75, -78.92), (1.13, -78.6), (0.75, -78.92), (0.75, -78.92), (1.13, -78.6), (-1.1, -78.233333), (1.03, -78.25), (1.03, -78.25), (1.03, -78.25), (1.03, -78.25), (1.03, -78.25), (1.03, -78.25), (1.25, -78.67), (3.828056, -76.869444), (0.72, -78.88), (0.72, -78.88), (1.25, -78.67), (3.83, -76.58), (0.82, -78.75), (0.82, -78.75), (-0.82, -78.75), (-0.82, -78.75), (1.13, -78.55), (1.0, -78.58), (0.88, -78.33), (1.08, -78.67), (1.22, -78.82), (1.22, -78.82), (3.916667, -77.0), (0.8, -78.866), (0.8, -78.87), (4.0, -77.0), (1.19, -78.51), (0.6667, -79.5), (1.501007, -78.789654), (0.9377, -77.4299), (3.75, -76.5), (4.160278, -77.143889), (3.75, -76.5), (3.75, -76.5), (3.430556, -77.173889), (3.75, -76.5), (0.6667, -79.5), (0.6667, -79.5), (6.224564, -77.403439), (5.494306, -76.523611), (5.614, -76.528778), (5.537389, -76.956167), (3.92, -77.0)]"
256,Passiflora cremastantha,"[(2.35, -76.5), (2.35, -76.5), (2.35, -76.5), (2.35, -76.5), (2.35, -76.5)]"
257,Passiflora pamplonensis,"[(7.366667, -72.916667), (7.37, -72.92), (7.37, -72.92), (7.122449, -66.169564), (8.05889, -72.82361)]"
258,Ayenia klugii,"[(0.2003, -77.5317), (0.3333, -77.4167), (-1.51666, -77.5), (-1.51666, -77.5), (-1.7667, -77.95), (-1.76666, -77.95), (-1.76666, -77.95), (0.9, -76.16667), (0.9, -76.166667), (0.9, -76.1667)]"
259,Bernoullia uribeana,"[(7.0, -76.25)]"
260,Herrania umbratica,"[(7.697049, -73.559709), (7.696408, -73.5599), (5.88333, -74.65), (5.88333, -74.65), (8.066667, -77.733333)]"
261,Matisia carderi,"[(5.336589, -76.087001), (3.92192, -76.672127), (3.92192, -76.672127)]"
262,Matisia dowdingii,"[(5.727651, -76.603025)]"
263,Matisia serpicostata,"[(5.87823, -74.951), (5.880582, -74.849216), (5.880269, -74.84866)]"
264,Matisia sulcata,[]
265,Phragmotheca lemniscata,"[(5.38028, -76.94333)]"
266,Phragmotheca mambitana,"[(4.76, -73.36), (4.758611, -73.358056), (4.758611, -73.358056), (4.758611, -73.358056), (4.758611, -73.358056), (4.7586, -73.3581), (4.758611, -73.358056), (4.758611, -73.358056), (4.7586, -73.3581), (4.758611, -73.358056), (4.758611, -73.358056), (4.758611, -73.358056), (3.8811, -72.8667), (4.75861, -73.35806), (4.7586, -73.3581), (4.7586, -73.3581), (4.758611, -73.358056), (4.758611, -73.358056), (4.75, -73.35)]"
267,Quararibea cacao,"[(9.0, -74.083333), (4.28417, -75.28639), (4.28417, -75.28639)]"
268,Quararibea ruiziana,"[(7.1488, -73.03713), (7.14159, -73.023), (7.14159, -73.023), (7.141595, -73.023031), (7.141595, -73.023031), (7.209972, -72.9378), (7.209972, -72.9378), (7.209972, -72.9378), (7.209972, -72.9378), (7.209972, -72.9378)]"
269,Spirotheca mahechae,[]
270,Blakea muricata,[]
271,Miconia macrantha,"[(8.78436, -82.96113), (7.352906, -75.392375)]"
272,Miconia rava,[]
273,Myrcia estoraquensis,"[(8.214228, -73.240133), (8.219819, -73.236608), (8.229764, -73.226731), (8.25, -73.25), (8.25, -73.25), (8.25, -73.25)]"
274,Brunellia amayensis,"[(6.28228, -75.6821), (6.28228, -75.6821), (6.28228, -75.6821), (6.28228, -75.6821), (6.28228, -75.68207), (6.28228, -75.68207), (6.28228, -75.68207), (6.28228, -75.68207), (6.27534, -75.68285), (6.27534, -75.68285), (6.27534, -75.68285), (6.27534, -75.68285), (6.27534, -75.68285), (6.25, -76.33333), (6.25, -76.33333), (6.25, -76.33333), (6.27534, -75.6829), (6.27534, -75.6829), (6.27534, -75.6829), (6.27534, -75.6829), (6.27534, -75.6829), (6.27534, -75.6829), (6.27534, -75.68285)]"
275,Brunellia rufa,[]
276,Sloanea garcia-cossioi,"[(8.678333, -83.528611), (8.678333, -83.528611), (8.678333, -83.528611), (8.678333, -83.528611), (8.6717, -83.5047), (8.671667, -83.504722), (8.671667, -83.504722), (8.6761, -83.5214), (8.6761, -83.5214), (8.6717, -83.5047), (8.671667, -83.504722), (10.966667, -84.333333), (5.64521, -76.648664), (5.64479, -76.65685), (5.64479, -76.65685), (5.64479, -76.65685), (5.64479, -76.65685), (5.64479, -76.65685), (5.643, -76.64118), (5.643, -76.64118), (8.725616, -83.438555), (8.725616, -83.438555), (8.725616, -83.438555), (8.725616, -83.438555), (8.725616, -83.438555), (8.725616, -83.438555), (8.71, -83.43), (8.71, -83.43), (8.655556, -83.441667), (8.65555, -83.44166), (8.705556, -83.525), (8.705556, -83.525), (8.7, -83.52), (8.566667, -83.516667), (8.56, -83.51), (8.56, -83.51), (8.694444, -83.547222), (8.45, -83.491667), (8.69, -83.54), (8.69, -83.54), (8.7, -83.5167), (8.580556, -83.572222), (8.7, -83.516668), (8.7, -83.51666), (8.580556, -83.572222), (8.686111, -83.586111), (8.686111, -83.586111), (8.7, -83.525), (8.705556, -83.525), (8.7, -83.55), (8.7, -83.55), (8.7, -83.55)]"
277,Sloanea helianthoides,[]
278,Sloanea huilaeana,"[(2.21836, -76.117066), (2.202741, -76.103472)]"
279,Sloanea loquitoi,"[(5.66493, -76.64029), (5.680833, -76.594722)]"
280,Sloanea pseudogranulosa,[]
281,Swietenia macrophylla,"[(20.586271, -87.292884), (7.352575, 134.450225), (21.008013, -86.847908), (4.353155, 100.955147), (22.754436, 121.039138), (22.679203, 120.498275), (14.638371, 121.07564), (23.12812, 120.525478), (-3.19906, -58.44701), (13.47454, 144.749609), (14.63729, 121.079194), (14.636908, 121.079483), (14.637348, 121.079223), (14.637319, 121.079217), (14.637339, 121.079209), (14.637346, 121.079146), (16.723297, -89.148577), (14.63837, 121.075843), (3.107144, 101.528515), (22.612453, 120.389874), (14.515629, -90.625882), (22.691553, 120.30337), (23.882983, 120.617965), (22.693097, 120.303108), (22.6931, 120.303078), (22.698845, 120.308062), (22.697028, 120.306563), (22.697028, 120.306512), (22.66033, 120.428468), (22.69585, 120.307512), (22.664263, 120.479758), (22.893262, 120.408078), (22.648028, 120.636692), (23.474259, 120.489793), (23.474697, 120.494797), (23.475248, 120.494713), (23.474738, 120.490816), (22.6581, 120.2846), (18.281149, -65.68215), (23.477169, 120.482315), (24.077372, 120.999569), (22.4, 88.49), (13.722117, 101.202033), (-17.494813, -63.776066), (22.728527, 120.269412), (17.440523, -89.213509), (13.731114, 101.218492), (24.389187, 120.786095), (23.017145, 120.370362), (16.850197, -88.834721), (16.781817, -88.492806), (10.775044, 106.693139), (-22.725, -47.6475), (-13.618333, -38.833333), (16.32028, -61.37135), (22.513472, 120.635712), (23.474645, 120.494322), (18.054267, -67.15122), (22.525, 120.624444), (22.557222, 120.656111), (22.556553, 120.658567), (23.467796, 120.485758), (23.329345, 86.338078), (-7.756798, 110.415327), (-7.75674, 110.41525), (24.793328, 120.982108), (23.931244, 120.990364), (23.931205, 120.990395), (18.301829, -66.040243), (13.078042, 77.585659), (9.973503, -75.131504), (9.894856, -75.194839), (22.5795, 88.3071), (23.373262, 121.318573), (22.691543, 120.303436), (22.926927, 120.409134), (22.92777, 120.409592), (22.691204, 120.303972), (23.918403, 121.501625), (23.474383, 120.49034), (23.475284, 120.493696), (18.014943, -66.733824), (23.462997, 120.488863), (23.476459, 120.493446), (23.475093, 120.49473), (23.4743, 120.488702), (23.479253, 120.89408), (-2.133929, -79.957194), (23.474655, 120.489838), (23.475192, 120.488638), (23.479475, 120.49382), (23.529021, 120.450958), (23.44435, 120.457186), (-15.611552, -47.902789), (23.526523, 120.555384), (22.69152, 120.305198), (23.475363, 120.493215), (23.466438, 120.479241), (23.476598, 120.486344), (-7.705641, 108.656371), (17.281196, -89.199654), (1.35597, 103.815217), (13.55063, -89.82658), (23.148077, 120.412947), (17.04606, -88.524527), (23.47108, 120.484141), (22.869372, 120.346381), (16.857742, -91.102669), (-7.467795, -72.775629), (21.13, -89.778611), (22.726238, 120.371503), (14.931665, -61.033757), (22.770695, 120.259746), (-6.906827, 107.604473), (9.102208, -79.744193), (23.474478, 120.4884), (24.196973, 120.731312), (17.572764, -88.808521), (17.570227, -88.958255), (22.609285, 120.38588), (24.196906, 120.732456), (22.691976, 120.308549), (18.071644, -93.397135), (22.691466, 120.303385), (23.428046, 120.642578), (2.941599, 101.684508), (22.892398, 120.405693), (22.893417, 120.407245), (23.850885, 120.935795), (17.538587, -88.903864), (-6.574711, 106.81145), (23.18488, 72.64751), (22.885942, 120.387703), (23.478218, 120.491143), (23.472888, 120.484112), (23.024323, 120.355295), (23.464507, 120.482062), (23.465282, 120.482107), (23.474126, 120.49341), (23.464566, 120.482094), (23.467892, 120.484878), (22.968487, 120.31582), (22.927588, 120.409521), (16.833489, -93.687131), (23.373362, 121.318108), (22.632985, 120.26094), (1.298067, 103.777887), (14.63837, 121.07542), (14.638386, 121.075599), (14.638501, 121.075678), (24.091197, 121.03347), (22.692123, 120.304004), (23.474844, 120.489277), (23.475037, 120.495168), (23.238738, 120.470563), (24.792348, 120.980903), (20.829681, -89.447239), (17.113316, -91.687755), (22.69093, 120.303836), (13.071263, 77.618427), (23.027567, 120.35412), (2.951986, 101.698944), (23.940177, 120.812155), (13.776577, 100.879017), (8.183284, 77.4119), (2.933122, 101.800849), (22.691472, 120.304537), (22.947255, 120.251178), (9.012339, -79.646762), (17.286834, -89.618257), (17.936536, -93.419429), (24.787162, 120.984488), (24.787202, 120.984562), (22.640978, 120.266897), (22.650537, 120.635838), (22.984522, 120.207817), (18.278894, -65.794696), (23.474817, 120.489284), (23.919531, 120.904509), (23.919531, 120.904509), (23.031528, 120.349547), (23.099141, 113.297392), (23.929714, 120.903474), (23.929769, 120.903618), (25.136584, 121.71124), (23.958773, 120.996513), (-7.959458, 110.139614), (23.945091, 120.790353), (23.018964, 120.367012), (22.648361, 120.610573), (23.679348, 120.555646), (23.593161, 120.557756), (24.278997, 120.874083), (23.127102, 120.527041), (23.687919, 120.587119), (18.496965, -88.249283), (23.126814, 120.525947), (22.0908, 88.7624), (22.11001, 88.75185), (23.026607, 120.353022), (23.02732, 120.355332), (23.407045, 120.570518), (23.474508, 120.490555), (12.921005, 77.566504), (20.130551, -97.528161), (-2.342551, -80.350364), (-7.756938, 110.415368), (-6.083333, -35.183056), (24.694011, 120.882475), (23.695077, 120.622939), (-6.932009, 107.767546), (22.896799, 120.540969), (18.409012, -88.592309), (22.205797, 120.857462), (-2.14473, -79.86972), (22.526645, 88.36523), (22.527445, 88.363165), (-7.754164, 110.415323), (22.773008, 121.033858), (22.569654, 120.405908), (9.17662, -79.546049), (23.483189, 120.468439), (22.646244, 120.614071), (22.928458, 120.600187), (24.062667, 120.567425), (22.729214, 120.294269), (18.454642, -88.318049), (-7.754225, 110.415395), (23.464462, 120.482247), (23.465191, 120.48258), (23.46512, 120.482353), (23.474525, 120.489395), (23.4664, 120.482475), (6.231028, -76.74075), (6.231028, -76.74075), (16.32459, -61.47181), (23.474652, 120.490629), (23.46384, 120.48171), (23.474922, 120.48925), (23.474725, 120.489495), (22.927503, 120.408638), (23.47492, 120.49102), (11.097312, -73.421174), (18.743453, -91.664969), (7.439098, -80.887756), (22.928742, 120.600362), (23.026356, 120.355102), (23.026168, 120.356828), (16.32459, -61.47181), (-19.880568, -43.918432), (23.474639, 120.49069), (22.363429, 120.599668), (23.474942, 120.490674), (-6.763362, 108.182675), (17.571226, -92.136797), (8.834607, -75.79472), (8.834607, -75.79472), (8.834607, -75.79472), (8.834607, -75.79472), (8.834607, -75.79472), (8.833321, -75.794341), (8.833321, -75.794341), (8.833321, -75.794341), (8.833321, -75.794341), (8.84516, -75.820751), (8.845628, -75.819422), (8.845628, -75.819422), (8.844637, -75.817922), (8.844637, -75.817922), (8.844637, -75.817922), (8.844637, -75.817922), (8.844637, -75.817922), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.841286, -75.814571), (8.842982, -75.798636), (8.854161, -75.79402), (8.854161, -75.79402), (8.854161, -75.79402), (8.854161, -75.79402), (16.463039, 120.47126), (23.021558, 120.3628), (16.86499, -90.970906), (-6.836437, 107.948044)]"
282,Melicoccus antioquensis,"[(5.89419, -74.85329), (5.89419, -74.85329), (5.89419, -74.85329), (5.89419, -74.85329), (5.89426, -74.85337), (5.89747, -74.85857), (5.89723, -74.8589), (5.89719, -74.85898), (5.89708, -74.85896), (5.844956, -74.853029), (5.84445, -74.853022), (5.844534, -74.85304), (5.844501, -74.853046), (5.844528, -74.853004), (5.862833, -74.868944), (5.862764, -74.868874), (5.862757, -74.868847), (5.862893, -74.868994), (5.893585, -74.853207), (5.893285, -74.853326), (5.862968, -74.869178), (5.863003, -74.869015), (5.862626, -74.869161), (5.883333, -74.65), (5.883333, -74.65), (5.88333, -74.65), (5.88333, -74.65)]"
283,Guaiacum officinale,"[(12.514528, -70.042724), (18.255826, -64.885992), (12.343933, -69.088771), (17.945641, -66.990705), (12.205868, -69.124059), (12.037118, -68.248441), (19.711909, -71.289137), (17.938815, -67.078508), (17.76061, -64.95917), (17.903529, -66.556306), (18.334161, -68.846221), (18.15607, -76.712072), (17.98704, -76.966068), (17.933309, -66.883737), (18.391951, -65.362138), (17.804378, -66.894889), (17.909587, -66.901283), (17.414704, -62.95041), (17.881015, -66.915608), (17.804946, -66.959662), (18.254929, -64.997058), (18.319424, -67.173074), (17.986943, -67.175308), (17.891225, -76.735427), (18.305336, -71.574852), (17.858396, -66.915957), (17.100041, -62.600317), (21.548257, -71.594277), (18.318777, -71.486209), (17.889303, -67.192372), (21.36723, -157.76773), (12.464273, -69.944758), (12.344116, -68.377953), (17.985025, -66.982618), (18.303547, -64.874778), (9.360627, 2.735712), (12.269475, -68.345935), (12.269454, -68.345925), (18.279605, -64.663606), (12.059421, -68.938013), (12.503513, -70.156111), (17.976092, -71.775176), (12.567635, -70.161512), (12.179528, -68.947712), (12.200716, -68.290646), (12.200239, -68.291603), (18.828313, 72.988237), (25.798093, -80.316422), (21.314003, -157.918295), (17.895908, -66.962939), (19.935862, -75.088884), (17.888, -67.101992), (17.952665, -67.107681), (18.528926, -68.986618), (18.416261, -66.839427), (20.784086, -156.464596), (12.141813, -68.998754), (10.97846, -74.664712), (18.36225, -66.108312), (10.808094, -74.666193), (10.841994, -74.720485), (10.891602, -74.706511), (10.870829, -74.659939), (17.991052, -62.856727), (21.276657, -157.782272), (12.485666, -70.000849), (17.818588, -67.022149), (18.315472, -64.743962), (18.350548, -64.605948), (17.715028, -63.329033), (12.259735, -69.125225), (17.942256, -62.815131), (17.838424, -62.824792), (17.824213, -62.846803), (17.902659, -62.984941), (17.922624, -62.889586), (17.973953, -62.928338), (17.932786, -62.91651), (17.920638, -62.859887), (12.211068, -68.278466), (19.853977, -155.152178), (18.190919, -76.612727), (17.744537, -63.212062), (12.199814, -68.365785), (18.173158, -63.007876), (18.039461, -63.07907), (12.252613, -69.098804), (19.732121, -70.76985), (12.253741, -68.233366), (12.070905, -68.377179), (12.32537, -68.289851), (17.997961, -66.971777), (17.926855, -67.131406), (17.824279, -67.122898), (17.800445, -66.932071), (12.086891, -68.839968), (17.807019, -66.982266), (18.019041, -66.694555), (18.066796, -66.693431), (17.549182, -62.937404), (17.597857, -62.89723), (17.489963, -62.871652), (21.429058, -157.745394), (17.813194, -67.132506), (18.423589, -66.209252), (18.173762, -71.702787), (17.876579, -67.045167), (17.807664, -66.995035), (17.866791, -66.964439), (17.888026, -62.887203), (12.218019, -69.155146), (18.335679, -63.124481), (21.507588, -157.909652), (17.979677, -66.92273), (18.441466, -66.071705), (17.871873, -66.823338), (8.930568, -76.530668), (9.835428, -73.360471), (18.2, -66.04), (12.51, -70.02), (18.47, -66.12), (18.561033, -69.100549), (18.234815, -66.152106), (21.378928, -157.713045), (12.363563, -68.380227), (26.15, -80.32), (9.829243, -73.644388), (12.27, -69.12), (16.31, -61.3), (21.31, -157.85), (21.31, -157.85), (4.53, -76.1), (4.53, -76.1), (4.51, -74.65), (4.53, -76.1), (18.36, -67.27), (19.55, -155.96), (18.428094, -66.173327), (17.954444, -66.975665), (18.401395, -66.080196), (12.180955, -68.266032), (17.979573, -66.866168), (17.945348, -66.986487), (12.044359, -68.256062), (19.849399, -75.554908), (18.097785, -63.025711), (10.66, -61.51), (17.69, -64.88), (12.2, -69.08), (14.48, -61.03), (26.1, -80.32), (10.657357, -74.694565), (18.30153, -63.132523), (18.207448, -65.34249), (18.274037, -63.125548), (6.398983, -75.598729), (19.828641, -71.171269), (14.48, -60.96), (16.47, -61.51), (17.48, -62.99), (12.18, -68.29), (18.12, -62.99), (4.78, -75.76), (18.08, -66.36), (8.85, -76.43), (12.09, -68.9), (12.09, -68.9), (16.47, -61.51), (16.47, -61.51), (8.25327, -80.811585), (18.236851, -65.256611), (17.802669, -66.972817), (17.822473, -66.858847), (17.964084, -67.027852), (12.352558, -69.148242), (19.845039, -75.140176), (17.9, -62.83), (17.9, -62.82), (12.1, -68.88), (11.01, -74.82), (11.01, -74.82), (17.9, -62.83), (18.154607, -76.760443), (12.115607, -68.242446), (14.62, -61.1), (19.42, -70.67), (16.0, -61.72), (3.24, -76.51), (17.9, -62.85), (17.91, -62.81), (16.33, -61.02), (17.7, -64.86), (18.266241, -71.235519), (18.281481, -71.539623), (11.098547, -74.895026), (18.010196, -76.663372), (18.284863, -65.208433), (18.578943, -66.024026), (17.855654, -66.866008), (18.501813, -66.150497), (19.901585, -75.121616), (17.892587, -66.809749), (21.44, -158.17), (12.1, -68.93), (10.38, -75.46), (18.277021, -70.983101), (18.489177, -66.133024), (21.275133, -157.693731), (14.47, -61.05), (18.33, -70.57), (7.48, -73.92), (17.89, -62.84), (10.68, -61.52), (18.28, -70.33), (17.02, -61.75), (17.02, -61.75), (6.34, -75.51), (12.28819, -68.28486), (12.225602, -68.309068), (12.339522, -68.336869), (12.22755, -68.310554), (12.284881, -69.070076), (20.7, -156.44), (14.52, -60.99), (17.95, -66.9), (7.85, -72.48), (17.968869, -66.867682), (17.999228, -66.934956), (32.267093, -64.920556), (2.861328, -75.22493), (12.375049, -69.129233), (5.34, -72.39), (21.26, -157.78), (19.92, -155.88), (19.44, -70.75), (16.47, -61.51), (16.47, -61.51), (12.1, -68.93), (26.271921, -80.024418), (12.280851, -68.397927), (12.280851, -68.397927), (12.204808, -68.293306), (12.205875, -68.295625), (12.14, -68.98), (12.2, -68.3), (4.29, -74.9), (21.52, -157.84), (14.68, -60.9), (12.140505, -68.23935), (12.31945, -68.303456), (12.123022, -68.983702), (12.28005, -68.398232), (12.204813, -68.293241), (12.203708, -68.291848), (12.204817, -68.293318), (11.62, -70.21), (17.864708, -66.913864), (2.96281, -75.263834), (3.44, -76.46), (17.69, -64.88), (12.19, -68.28), (12.051083, -68.860926), (12.165068, -68.968156), (12.165068, -68.959173), (21.419635, -157.763878), (18.06632, -67.064446), (21.317996, -157.836499), (12.305534, -69.138836), (12.31431, -69.138836), (12.305534, -69.138836), (19.35, -81.13), (7.12, -73.11), (10.65, -61.4), (17.91, -62.85), (12.121157, -68.95019), (12.121157, -68.95019), (3.43, -76.54), (12.13, -68.89), (17.946056, -66.559926), (17.910625, -66.223731), (17.96, -67.13), (17.91, -62.81), (17.13, -61.8), (17.91, -62.81), (17.98, -76.79), (12.220018, -68.351723), (10.564592, -75.431329), (12.252868, -69.040021), (12.244089, -69.040021), (4.81, -75.8), (18.71, -68.44), (18.71, -68.44), (12.165068, -68.896291), (12.173849, -68.896291), (4.256476, -76.094941), (12.16, -68.91)]"
284,Miconia jentaculorum,"[(7.0, -73.25), (6.89429, -72.702265), (6.906923, -72.703946), (7.0, -73.25)]"
285,Salvia cyanocephala subsp. cyanocephala,[]
286,Salvia sphacelioides subsp. trianae,"[(4.78877, -73.5865), (4.788774, -73.586501), (4.78877, -73.5865), (4.788774, -73.586501), (4.7673, -73.57475)]"
